id,customer_id,amount,currency,failure_reason_code,diagnosis_category,attempt_count,status,created_at
ba03861b-7908-4ff6-957f-a85104e7f825,1e914ebe-bae9-4bb1-8507-7adc3b45771e,676.11,INR,card_expired,customer_action,1,failed,2026-08-27T17:44:12.779511
f522f73e-3e60-48be-893c-17cd4a84d61b,2cb5f8f4-bde4-48c6-a7f7-c65648aefe13,291.53,INR,bank_timeout,retryable,2,failed,2026-08-12T02:50:12.779566
0f8e4b1f-7e12-4951-b2bd-a1ffe4908280,227af569-b107-460a-a668-ff7ea2c20483,434.51,INR,card_expired,customer_action,0,failed,2026-09-04T11:43:12.779587
c9b37881-f428-49ab-9d80-47f17d1459a9,e221ccd0-270f-433b-9aa6-b913a841020b,599.97,INR,insufficient_funds,customer_action,0,failed,2026-08-07T07:44:12.779602
32c472a7-04ce-42ec-94f8-946664fcc026,227af569-b107-460a-a668-ff7ea2c20483,710.52,INR,card_expired,customer_action,1,failed,2026-08-31T23:51:12.779616
91de58fd-ee05-4e84-857d-b135a1084f37,a75134d0-e803-4446-863e-bc3389ea8336,822.12,INR,invalid_otp,customer_action,1,failed,2026-09-04T16:19:12.779629
d943493a-a578-4502-9475-6af159c23498,97a21001-114b-4a46-b369-249ea8ccfce6,23581.97,INR,insufficient_funds,customer_action,2,failed,2026-08-10T02:24:12.779642
75ebd41f-61d4-4c9f-ac5c-c1315a8bc746,aaa789c0-bb44-4138-856e-b04b0bfebaf1,3268.86,INR,insufficient_funds,customer_action,0,failed,2026-08-12T19:47:12.779657
b53ed642-b84b-4197-acdb-dc7b860e8336,1e914ebe-bae9-4bb1-8507-7adc3b45771e,625.63,INR,risk_flagged,fraud_risk,0,failed,2026-08-14T20:04:12.779669
2383ac72-19ad-46c9-a027-31629e5ff194,a75134d0-e803-4446-863e-bc3389ea8336,897.07,INR,insufficient_funds,customer_action,0,failed,2026-08-29T17:51:12.779681
091d8c3a-226a-4d52-99dc-b71901352416,e221ccd0-270f-433b-9aa6-b913a841020b,769.65,INR,bank_timeout,retryable,0,failed,2026-08-14T15:16:12.779696
debb2bfa-fc0d-47cd-b5cb-2122780efe12,d626e18c-02fb-4eff-80e6-04c8dc7ee660,14029.72,INR,network_error,retryable,0,failed,2026-09-03T01:38:12.779709
6fd87d89-c019-498b-8fff-9bd5a77c3050,b4b32935-7d11-4b4d-b164-c75df29311d3,670.16,INR,bank_timeout,retryable,0,failed,2026-08-13T15:36:12.779720
f56ba705-f9b0-44e1-84fa-57c5f9582e0f,98dafce5-68c1-452b-b7b5-9cf9c964e765,225.1,INR,insufficient_funds,customer_action,0,failed,2026-08-20T04:22:12.779732
4faea6f9-5ac0-4f27-9b7f-edb3b0b9f14e,c5acae00-f8a9-428d-9b84-eb44dab2e72e,15784.68,INR,invalid_otp,customer_action,1,failed,2026-08-07T17:03:12.779744
0f4ce94b-9b59-4032-b931-a696e3b39bb2,97a21001-114b-4a46-b369-249ea8ccfce6,14459.46,INR,insufficient_funds,customer_action,0,failed,2026-09-02T07:57:12.779755
88c434d5-c791-4897-a118-5eb7aa0a9869,aa10b35e-b057-4be5-9668-f316c8ed326e,528.47,INR,card_expired,customer_action,2,failed,2026-09-03T13:58:12.779767
ee4acc7c-9c9e-4c30-a18d-861dc7e9011b,227af569-b107-460a-a668-ff7ea2c20483,521.69,INR,insufficient_funds,customer_action,0,failed,2026-08-09T08:24:12.779778
93af2bce-b6b0-4481-a4a0-b5f12195f9eb,ff35149c-ad6b-487b-b2f6-9edd3e6f2fc2,558.44,INR,insufficient_funds,customer_action,0,failed,2026-08-27T21:24:12.779790
d9b869a3-e2f5-4864-bdc7-daebd4d18290,f09caa7c-42fa-4383-90e1-a09ec2815181,13862.61,INR,network_error,retryable,2,failed,2026-08-19T08:36:12.779801
7217177d-6e3e-4278-8c09-c20480ef9b34,227af569-b107-460a-a668-ff7ea2c20483,867.99,INR,risk_flagged,fraud_risk,3,failed,2026-08-07T04:29:12.779813
ed619ed5-e9e9-487c-b0f6-b77018e525a7,aa10b35e-b057-4be5-9668-f316c8ed326e,370.78,INR,invalid_otp,customer_action,0,failed,2026-09-04T06:15:12.779947
4d5957be-a807-41f9-a3c5-e7013466fa86,2cb5f8f4-bde4-48c6-a7f7-c65648aefe13,411.9,INR,risk_flagged,fraud_risk,2,failed,2026-08-22T02:12:12.779999
72bcb52e-ea71-4ab7-843a-2627ccb4715f,c13f772f-ad45-4e90-a6d8-2cb7ea758b2d,995.34,INR,risk_flagged,fraud_risk,1,failed,2026-08-13T20:30:12.780034
60de56a4-850d-484e-9934-2e1c764d32ee,ff35149c-ad6b-487b-b2f6-9edd3e6f2fc2,974.0,INR,card_expired,customer_action,1,failed,2026-08-19T09:52:12.780076
09ada1ca-a51e-44eb-975a-b1627c4d6eb6,dc46f92e-8cad-4be8-b5c2-9d1babf938cd,666.76,INR,insufficient_funds,customer_action,1,failed,2026-08-08T19:29:12.780106
2b1513eb-8767-49d9-bc62-2a4a1a2830dc,aaa789c0-bb44-4138-856e-b04b0bfebaf1,1320.37,INR,risk_flagged,fraud_risk,0,failed,2026-08-17T08:56:12.780137
427273ee-8e3e-475c-acf8-ac15bf45677a,f09caa7c-42fa-4383-90e1-a09ec2815181,7397.73,INR,insufficient_funds,customer_action,2,failed,2026-08-28T17:01:12.780164
8444d00b-fa31-4433-8801-89e4f3fb072b,aaa789c0-bb44-4138-856e-b04b0bfebaf1,2676.48,INR,bank_timeout,retryable,1,failed,2026-08-20T00:40:12.780191
94a036c6-52fc-420a-acc9-c3241254b0f6,d68bf458-9047-421a-b2a7-829309d05094,772.24,INR,insufficient_funds,customer_action,0,failed,2026-08-24T06:57:12.780222
09ae63ea-7e7e-4211-8662-06e3b9bc0b31,227af569-b107-460a-a668-ff7ea2c20483,452.63,INR,card_expired,customer_action,2,failed,2026-09-03T11:10:12.780248
9c2142ef-c735-465a-808b-724357d3cf4f,7e855588-2f10-41ac-806f-422cb62a88f8,24921.93,INR,risk_flagged,fraud_risk,0,failed,2026-08-29T19:23:12.780275
a64a545c-b123-4888-a60e-8cc787400b60,f93f84d6-4d18-42f9-91e1-8d4086151883,903.81,INR,network_error,retryable,2,failed,2026-08-25T02:29:12.780300
48d3857c-c8e8-4aaf-94dd-6c7240c6003d,d626e18c-02fb-4eff-80e6-04c8dc7ee660,19070.8,INR,processing_error,retryable,1,failed,2026-08-10T15:06:12.780326
55663feb-254d-4634-af53-958c0ef2a043,2cb5f8f4-bde4-48c6-a7f7-c65648aefe13,643.13,INR,bank_timeout,retryable,3,failed,2026-09-02T07:23:12.780351
c3930cd0-341a-4355-8b61-011a43901d94,4cc4207d-54ec-421b-942c-2115f39097e1,793.19,INR,processing_error,retryable,0,failed,2026-08-26T16:26:12.780375
0bbb9367-9ed1-4461-bcb8-f0c35c0aada9,c13f772f-ad45-4e90-a6d8-2cb7ea758b2d,749.31,INR,card_expired,customer_action,2,failed,2026-08-19T20:23:12.780399
a6958ff2-2246-48d8-ac9f-97069c5e2e81,c83ba7c8-7d6e-4fc2-a705-31af2f674d77,1203.14,INR,network_error,retryable,1,failed,2026-08-10T03:37:12.780424
dc9ad21e-37cc-473f-baf5-ed6e5a92c788,2cb5f8f4-bde4-48c6-a7f7-c65648aefe13,304.52,INR,card_expired,customer_action,3,failed,2026-08-30T12:11:12.780448
80c12d92-1cc9-4f76-9772-dd37509f37fb,d39328a7-8e8a-42fd-86d7-353b288749ff,648.16,INR,bank_timeout,retryable,0,failed,2026-08-05T12:42:12.780471
5bf05082-0a08-472e-ab4f-8f9a60c8f8ce,f93f84d6-4d18-42f9-91e1-8d4086151883,866.84,INR,bank_timeout,retryable,1,failed,2026-08-31T22:31:12.780495
14761b17-696d-4718-9c75-51ad8a8376d6,aaa789c0-bb44-4138-856e-b04b0bfebaf1,4595.03,INR,card_expired,customer_action,2,failed,2026-08-09T09:42:12.780521
5335323b-9029-4ccd-8042-68e5ee480f08,9a3c2fea-594b-4c2e-a664-27269691e6b4,9990.59,INR,insufficient_funds,customer_action,0,failed,2026-08-11T17:43:12.780547
84a5ec39-6884-4d2d-8760-91c9411b48e4,f09caa7c-42fa-4383-90e1-a09ec2815181,17413.23,INR,card_expired,customer_action,0,failed,2026-08-07T03:44:12.780570
e74e74b5-de86-4d40-97c6-709bdc105663,a75134d0-e803-4446-863e-bc3389ea8336,847.81,INR,risk_flagged,fraud_risk,2,failed,2026-09-05T05:52:12.780594
a48c6c8a-fa94-43a8-9a5d-8183accbebaa,78203391-2b5a-451d-a09e-def6ee416168,4722.33,INR,card_expired,customer_action,2,failed,2026-08-08T11:48:12.780620
84b139b9-b5e0-4b85-8318-e58128feb39e,98dafce5-68c1-452b-b7b5-9cf9c964e765,829.11,INR,insufficient_funds,customer_action,0,failed,2026-08-09T09:45:12.780644
3f959283-7532-4cdb-86ef-03f48f5fe185,97a21001-114b-4a46-b369-249ea8ccfce6,21331.73,INR,insufficient_funds,customer_action,1,failed,2026-08-27T04:25:12.780668
94f5df00-804a-4611-80d1-19a521030ca2,2cb5f8f4-bde4-48c6-a7f7-c65648aefe13,518.37,INR,bank_timeout,retryable,0,failed,2026-09-03T03:17:12.780693
65344904-8f72-43bd-8235-4ecf5d40abec,227af569-b107-460a-a668-ff7ea2c20483,742.93,INR,invalid_otp,customer_action,2,failed,2026-08-26T11:32:12.780722
3e3fea00-5f89-4eb4-bc03-96e8fdbec817,c83ba7c8-7d6e-4fc2-a705-31af2f674d77,1714.09,INR,risk_flagged,fraud_risk,3,failed,2026-08-28T10:33:12.780751
52e8666b-2d39-4486-8cda-952d6bf4a0d6,7e855588-2f10-41ac-806f-422cb62a88f8,19570.9,INR,card_expired,customer_action,0,failed,2026-08-16T19:32:12.780776
711f6638-4e6e-4b9d-9a67-b44c57d2af95,1c90a9cc-4b6d-4333-a47d-5911796a85ae,1760.13,INR,network_error,retryable,0,failed,2026-08-23T11:06:12.780800
037ef3a1-2d0c-43f1-b9ce-63c78932a3f9,78203391-2b5a-451d-a09e-def6ee416168,3746.74,INR,processing_error,retryable,3,failed,2026-08-12T14:27:12.780906
c0a3833b-0208-41c7-9d87-d4ef6bdeee24,9a3c2fea-594b-4c2e-a664-27269691e6b4,23977.49,INR,card_expired,customer_action,3,failed,2026-08-17T00:57:12.780941
03d2f4f4-12b7-49a2-ba3f-355b7d7967b9,f09caa7c-42fa-4383-90e1-a09ec2815181,23000.94,INR,insufficient_funds,customer_action,1,failed,2026-08-14T22:19:12.780960
93a1340c-b412-4a2b-8795-1636f708eff3,1c90a9cc-4b6d-4333-a47d-5911796a85ae,3217.1,INR,bank_timeout,retryable,0,failed,2026-08-14T22:56:12.780976
f0b1f19b-ac07-4878-b9fd-128a9b72b756,e221ccd0-270f-433b-9aa6-b913a841020b,691.8,INR,network_error,retryable,0,failed,2026-08-19T11:20:12.780991
3db366a9-32b7-4783-a486-e35b3ef53c70,bfecadef-f1c9-40fc-8272-f59e9aa7e715,4142.25,INR,insufficient_funds,customer_action,1,failed,2026-08-25T21:11:12.781009
b13683a2-7543-40c0-a0bc-734e1a06d6c1,d626e18c-02fb-4eff-80e6-04c8dc7ee660,15223.48,INR,bank_timeout,retryable,2,failed,2026-08-05T12:29:12.781024
b916dbae-9409-4496-afb9-c5a166775463,c5acae00-f8a9-428d-9b84-eb44dab2e72e,15309.04,INR,insufficient_funds,customer_action,1,failed,2026-08-26T08:47:12.781039
42c18b66-0cc5-406e-b448-48cd96ceb6f0,a85cfa7e-fd46-455d-b834-feb130c89091,2241.37,INR,insufficient_funds,customer_action,2,failed,2026-09-01T11:37:12.781054
ef247955-c23a-4616-a688-1b0ab5a7c022,98dafce5-68c1-452b-b7b5-9cf9c964e765,688.41,INR,risk_flagged,fraud_risk,2,failed,2026-08-21T21:43:12.781069
de3b9367-1505-40b0-a52d-0a2f30f4ec89,227af569-b107-460a-a668-ff7ea2c20483,773.96,INR,bank_timeout,retryable,0,failed,2026-08-24T04:30:12.781083
37e98fd6-cf32-4ab4-9dac-108c0fe51e8d,227af569-b107-460a-a668-ff7ea2c20483,913.24,INR,bank_timeout,retryable,2,failed,2026-08-08T07:50:12.781098
fde5e086-67e6-4aed-8aad-d7425734142b,aa10b35e-b057-4be5-9668-f316c8ed326e,842.48,INR,insufficient_funds,customer_action,1,failed,2026-08-22T10:04:12.781113
2072846c-fc3e-4177-8e0c-6a908561dfaf,98dafce5-68c1-452b-b7b5-9cf9c964e765,296.97,INR,network_error,retryable,0,failed,2026-08-21T14:06:12.781127
f04eac27-94a4-4275-8ddc-9f226fa04a5f,d39328a7-8e8a-42fd-86d7-353b288749ff,959.08,INR,bank_timeout,retryable,2,failed,2026-08-16T11:42:12.781150
e699b5ef-8aa7-4360-8af5-b1f22dcd3683,d427969a-9191-4140-818c-892f3926d6be,4626.51,INR,card_expired,customer_action,0,failed,2026-08-30T11:44:12.781166
9ccd4774-eb23-436f-a0fb-54b0a8c5ff53,97a21001-114b-4a46-b369-249ea8ccfce6,20035.54,INR,card_expired,customer_action,2,failed,2026-08-27T19:08:12.781180
4ffb1a27-1be6-4553-ab4f-7b3a82e58c34,227af569-b107-460a-a668-ff7ea2c20483,551.46,INR,insufficient_funds,customer_action,1,failed,2026-08-29T03:18:12.781194
a4608e5e-f1ee-40d6-8646-259e5c754125,dc46f92e-8cad-4be8-b5c2-9d1babf938cd,264.38,INR,network_error,retryable,0,failed,2026-08-23T13:30:12.781208
0c3f4108-3183-4150-b6b2-95be4a7d1b06,c13f772f-ad45-4e90-a6d8-2cb7ea758b2d,531.48,INR,insufficient_funds,customer_action,0,failed,2026-08-21T22:36:12.781221
f3605ab4-4bf7-4f41-be1b-55cff8fa79e9,ff35149c-ad6b-487b-b2f6-9edd3e6f2fc2,511.19,INR,processing_error,retryable,2,failed,2026-08-05T13:38:12.781236
87e54945-8b86-4d10-94ee-a98954d0d1f6,f09caa7c-42fa-4383-90e1-a09ec2815181,16513.81,INR,processing_error,retryable,1,failed,2026-08-06T00:20:12.781251
31e4f939-b52c-4c44-af62-88d063c57b9d,a85cfa7e-fd46-455d-b834-feb130c89091,4565.67,INR,card_expired,customer_action,2,failed,2026-08-18T11:52:12.781266
8ebd6f42-360d-4700-875c-eb1ad528635b,d39328a7-8e8a-42fd-86d7-353b288749ff,917.35,INR,processing_error,retryable,1,failed,2026-08-27T22:08:12.781281
eaaf3416-091c-4519-b751-e8d04e76b7ee,2cb5f8f4-bde4-48c6-a7f7-c65648aefe13,734.43,INR,card_expired,customer_action,2,failed,2026-08-13T05:46:12.781297
0f0cc495-1087-4e0b-b175-4439db557340,d626e18c-02fb-4eff-80e6-04c8dc7ee660,24614.44,INR,network_error,retryable,1,failed,2026-08-06T23:02:12.781311
1f3677fd-86ff-4500-ab06-9774e1e0c1af,b4b32935-7d11-4b4d-b164-c75df29311d3,267.07,INR,bank_timeout,retryable,0,failed,2026-08-08T21:28:12.781325
357de3a6-16c8-47a9-9fed-7ee0291810d2,aaa789c0-bb44-4138-856e-b04b0bfebaf1,2309.08,INR,insufficient_funds,customer_action,1,failed,2026-08-25T23:22:12.781338
e3c83223-18da-462b-bb9a-35c8fe67e83b,a85cfa7e-fd46-455d-b834-feb130c89091,2685.84,INR,risk_flagged,fraud_risk,2,failed,2026-08-21T10:52:12.781352
feeda087-2f36-4cb4-bb9c-3e04775fa524,d39328a7-8e8a-42fd-86d7-353b288749ff,960.58,INR,insufficient_funds,customer_action,0,failed,2026-09-02T15:37:12.781366
240656fe-6267-4190-90b3-880eb21dc415,a85cfa7e-fd46-455d-b834-feb130c89091,1988.89,INR,insufficient_funds,customer_action,2,failed,2026-08-17T07:24:12.781381
6eb43757-6b32-415e-8491-b6eb5361238a,f93f84d6-4d18-42f9-91e1-8d4086151883,291.4,INR,invalid_otp,customer_action,3,failed,2026-08-21T13:23:12.781396
3993f2bd-01a4-4ee7-b002-7f7a296c4b28,a85cfa7e-fd46-455d-b834-feb130c89091,3422.96,INR,card_expired,customer_action,3,failed,2026-08-14T07:50:12.781410
40d6f752-b3e1-4977-8dc3-e5c6cc35d480,8dbf5d9d-8abb-433d-94fd-f7b62dc65b5c,2243.84,INR,insufficient_funds,customer_action,1,failed,2026-08-07T02:03:12.781423
21bf7f48-e5b2-4c00-bc7e-675d23e2b770,c5acae00-f8a9-428d-9b84-eb44dab2e72e,12506.14,INR,network_error,retryable,3,failed,2026-08-30T09:02:12.781438
e7608821-9c91-436f-ae53-c1d7caef9bb6,c13f772f-ad45-4e90-a6d8-2cb7ea758b2d,394.04,INR,processing_error,retryable,1,failed,2026-08-26T14:01:12.781454
fab70c88-c956-44e4-b9b6-449d5744a26a,cbb51199-bd88-44d5-b683-24482308226a,4934.39,INR,insufficient_funds,customer_action,2,failed,2026-08-24T18:12:12.781469
d42ffe0c-2dcb-4b72-9379-567c666cd85a,c5acae00-f8a9-428d-9b84-eb44dab2e72e,15119.22,INR,card_expired,customer_action,0,failed,2026-08-08T21:47:12.781482
16d2d4a2-5edc-4566-8a7a-7a2b3b9ff4eb,97a21001-114b-4a46-b369-249ea8ccfce6,24215.75,INR,insufficient_funds,customer_action,1,failed,2026-08-09T20:54:12.781496
7216c7fc-d494-43cf-b3fe-6c6f0ff5b6fe,f93f84d6-4d18-42f9-91e1-8d4086151883,786.3,INR,card_expired,customer_action,3,failed,2026-08-27T15:48:12.781510
3f747de4-0336-4d18-89ea-5caa816abc13,78203391-2b5a-451d-a09e-def6ee416168,2933.51,INR,invalid_otp,customer_action,0,failed,2026-08-12T17:22:12.781525
